Angle,UpperRight,LowerRight,UpperMiddle,LowerLeft,UpperLeft
0,,0.86
0,0.99,1.60,0.00,1.46.92
0,1.06,1.67,0.00,1.53,0.86
0,0.99,1.67,0.00,1.46,0.92
0,0.99,1.67,0.00,1.40,0.86
0,0.99,1.67,0.00,1.46,0.86
0,0.99,1.60,0.00,1.460.92,1.67,0.00,1.40,0.86
0,0.92,1.67,0.00,1.40,0.92
0,0.92,1.60,0.00,1.33,0.86
0,0.92,1.67,0.00,1.40,0.86
0,0.92,1.60,0.00,1.40,0.92
0,0.92,1.60,0.00,1.40,0.92
0,0.92,1.60,0.00,1.40,0.86
0,0.92,1.67,0.00,1.33,0.92
0,0.86,1.60,0.00,1.40,0.92
0,0.99,1.60,0.00,1.40,0.86
0,0.92,1.53,0.00,1.33,0.92
0,0.99,1.67,0.00,1.60,0.79
0,0.79,1.67,0.00,1.40,0.92
0,0.86,1.67,0.00,1.53,0.92
0,0.92,1.60,0.00,1.33,0.92
0,0.86,1.67,0.00,1.46,0.86
0,0.86,1.73,0.00,1.40,0.99
0,0.86,1.67,0.00,1.40,0.92
0,0.92,1.67,0.00,1.40,0.92
0,0.86,1.73,0.00,1.46,0.92
0,0.99,1.67,0.00,1.33,0.92
0,0.79,1.67,0.00,1.46,0.86
0,0.86,1.60,0.00,1.60,0.92
0,0.92,1.73,0.00,1.40,0.86
0,0.92,1.67,0.00,1.19,0.92
0,0.86,1.67,0.00,1.40,0.92
0,0.92,1.80,0.00,1.33,0.92
0,1.06,1.67,0.00,1.33,0.79
0,0.92,1.73,0.00,1.33,0.92
0,0.92,1.73,0.00,1.40,0.92
0,0.92,1.73,0.00,1.33,0.92
0,0.86,1.80,0.00,1.33,0.86
0,0.92,1.73,0.00,1.40,0.92
0,0.92,1.80,0.00,1.33,0.99
0,0.92,1.87,0.00,1.33,0.92
0,0.79,1.73,0.00,1.40,0.86
0,0.86,1.73,0.00,1.33,0.92
0,0.92,1.73,0.00,1.40,0.92
0,0.86,1.73,0.00,1.40,0.99
0,0.92,1.73,0.00,1.26,0.99
0,1.06,1.73,0.00,1.40,0.86
0,0.79,1.73,0.00,1.40,0.92
0,0.92,1.73,0.00,1.40,0.92
0,1.06,1.73,0.00,1.40,0.92
0,0.92,1.73,0.00,1.33,0.92
0,0.92,1.67,0.00,1.33,0.92
0,0.92,1.60,0.00,1.40,0.79
0,0.92,1.67,0.00,1.40,0.92
0,0.92,1.67,0.00,1.33,0.92
0,0.92,1.67,0.00,1.33,0.92
0,1.06,1.67,0.00,1.40,0.86
0,0.86,1.80,0.00,1.53,0.86
0,0.79,1.60,0.00,1.40,0.92
0,0.92,1.67,0.00,1.53,0.92
0,0.92,1.67,0.00,1.40,0.92
0,0.92,1.73,0.00,1.40,0.92
0,1.06,1.67,0.00,1.40,0.86
0,0.86,1.67,0.00,1.19,0.86
0,0.86,1.67,0.00,1.33,0.92
0,0.99,1.67,0.00,1.33,0.92
0,0.86,1.67,0.00,1.40,0.92
0,0.99,1.67,0.00,1.40,0.92
0,0.86,1.67,0.00,1.26,0.92
0,0.86,1.67,0.00,1.33,0.92
0,1.06,1.67,0.00,1.40,0.86
0,0.92,1.67,0.00,1.40,0.92
0,0.92,1.67,0.00,1.46,0.92
0,0.92,1.67,0.00,1.40,0.92
0,0.92,1.73,0.00,1.40,0.92
0,0.92,1.67,0.00,1.33,0.92
0,0.86,1.73,0.00,1.33,0.79
0,0.92,1.67,0.00,1.33,0.92
0,1.06,1.60,0.00,1.60,0.92
0,0.92,1.60,0.00,1.60,0.92
0,1.13,1.67,0.00,1.60,0.92
0,1.06,1.67,0.00,1.60,0.92
0,0.99,1.53,0.00,1.40,0.92
0,1.26,1.60,0.00,1.60,0.99
0,1.40,1.53,0.00,1.60,0.92
0,1.26,1.53,0.00,1.60,0.92
0,1.26,1.53,0.00,1.73,0.92
0,1.26,1.73,0.00,1.73,0.92
0,1.26,1.33,0.00,1.67,0.92
0,1.26,1.53,0.00,1.60,1.06
0,1.26,1.26,0.00,1.53,0.92
0,1.06,1.40,0.00,1.46,0.92
0,1.13,1.40,0.00,1.46,0.92
0,1.13,1.46,0.00,1.53,0.92
0,0.99,1.33,0.00,1.67,0.99
0,0.52,2.27,0.00,1.60,0.59
0,0.38,3.49,0.00,0.79,0.92
0,0.05,3.69,0.00,1.60,1.26
0,0.18,3.96,0.00,1.13,1.06
0,0.18,3.96,0.00,1.19,0.99
0,0.11,4.03,0.00,1.19,1.13
0,0.11,4.37,0.00,1.26,0.99
0,0.32,4.30,0.00,1.60,1.06
0,0.18,4.64,0.00,1.53,1.06
0,0.25,4.43,0.00,1.53,0.99
0,0.38,5.04,0.00,1.46,1.06
0,0.52,4.91,0.00,1.53,1.06
0,0.59,5.04,0.00,1.46,0.92
0,0.65,4.70,0.00,1.46,1.06
0,0.65,4.64,0.00,1.53,1.06
0,0.65,4.84,0.00,1.73,0.99
0,0.65,5.11,0.00,1.53,1.06
0,0.79,4.84,0.00,1.46,1.06
0,0.65,4.91,0.00,1.73,0.99
0,0.72,4.84,0.00,1.60,1.06
0,0.72,4.91,0.00,1.53,1.13
0,0.72,4.97,0.00,1.53,1.13
0,0.72,4.50,0.00,1.53,1.13
0,0.72,4.70,0.00,1.67,0.99
0,0.72,4.70,0.00,1.53,1.13
0,0.72,4.77,0.00,1.46,1.13
0,0.86,4.77,0.00,1.53,1.13
0,0.79,4.64,0.00,1.46,1.13
0,0.86,4.70,0.00,1.46,1.13
0,0.86,4.37,0.00,1.53,1.26
0,0.86,4.30,0.00,1.33,1.13
0,0.79,4.30,0.00,1.73,1.13
0,0.86,4.70,0.00,1.40,1.13
0,0.86,5.11,0.00,1.53,1.13
0,0.79,4.77,0.00,1.67,1.13
0,0.86,4.64,0.00,1.67,1.13
0,0.79,4.43,0.00,1.60,1.13
0,0.65,4.64,0.00,1.67,1.13
0,0.79,4.30,0.00,1.67,1.06
0,0.72,4.23,0.00,1.67,1.19
0,0.79,4.10,0.00,1.60,1.06
0,0.72,4.10,0.00,1.67,1.13
0,0.86,3.89,0.00,1.67,1.13
0,0.86,3.89,0.00,1.67,1.19
0,0.92,3.69,0.00,1.60,1.13
0,0.92,3.69,0.00,1.60,1.13
0,0.79,3.76,0.00,1.67,1.06
0,0.72,3.35,0.00,1.80,1.19
0,0.79,3.35,0.00,1.67,1.19
0,0.86,3.42,0.00,1.67,1.13
0,0.86,3.42,0.00,1.60,1.19
0,0.79,3.22,0.00,1.67,1.13
0,0.72,3.35,0.00,1.73,1.19
0,0.72,3.35,0.00,1.73,1.13
0,0.72,3.83,0.00,1.73,1.19
0,0.72,4.10,0.00,1.80,1.19
0,0.79,3.29,0.00,1.73,1.19
0,0.79,4.16,0.00,1.80,1.19
0,0.79,4.16,0.00,1.80,1.19
0,0.72,4.10,0.00,1.87,1.26
0,0.79,4.23,0.00,1.80,1.19
0,0.79,4.10,0.00,1.73,1.19
0,0.72,4.37,0.00,1.80,1.19
0,0.72,4.37,0.00,1.67,1.19
0,0.72,4.37,0.00,1.80,1.19
0,0.79,4.43,0.00,1.73,1.13
0,0.72,4.23,0.00,1.73,1.19
0,0.79,3.62,0.00,1.80,1.26
0,0.72,4.30,0.00,1.73,1.19
0,0.65,4.43,0.00,1.73,1.19
0,0.92,4.23,0.00,1.67,1.19
0,0.86,4.23,0.00,1.80,1.19
0,0.86,4.16,0.00,1.53,1.19
0,0.79,4.16,0.00,1.53,1.13
0,0.86,4.16,0.00,1.40,0.99
0,0.52,3.42,0.00,1.60,0.99
0,0.38,2.41,0.00,1.94,1.06
0,0.79,1.46,0.00,1.87,1.19
0,0.86,1.53,0.00,1.87,1.13
0,0.99,1.13,0.00,1.60,0.86
0,0.92,1.46,0.00,1.67,0.99
0,0.92,1.94,0.00,1.80,1.13
0,0.92,1.87,0.00,1.80,1.13
0,0.79,1.80,0.00,1.73,1.06
0,0.72,1.73,0.00,1.80,1.13
0,0.92,1.53,0.00,1.80,1.13
0,0.72,1.60,0.00,1.87,1.19
0,0.72,1.67,0.00,1.87,1.06
0,0.79,1.60,0.00,1.87,1.06
0,0.72,1.67,0.00,1.73,0.92
0,0.86,1.73,0.00,1.94,0.79
0,0.65,1.67,0.00,1.94,0.79
0,0.65,1.67,0.00,1.94,0.79
0,0.65,1.73,0.00,2.07,0.72
0,0.72,1.60,0.00,2.00,0.79
0,0.65,1.53,0.00,2.00,0.99
0,0.72,1.73,0.00,2.00,0.86
0,0.72,1.80,0.00,2.00,0.86
0,0.65,1.94,0.00,2.00,0.86
0,0.65,1.94,0.00,2.00,0.86
0,0.59,2.07,0.00,2.00,0.72
0,0.65,1.80,0.00,2.07,0.72
0,0.65,1.73,0.00,2.14,0.92
0,0.59,1.73,0.00,1.94,0.86
0,0.72,1.73,0.00,2.00,0.86
0,0.86,1.94,0.00,1.94,0.86
0,0.72,1.80,0.00,1.94,0.72
0,0.72,2.00,0.00,1.94,0.79
0,0.72,1.80,0.00,1.94,0.86
0,0.72,1.73,0.00,2.07,0.86
0,0.72,1.87,0.00,2.07,0.86
0,0.72,1.87,0.00,2.00,0.86
